"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene.y","product"
"A1F92_RS07455",111.240533056777,0.681227923951252,0.186130226804834,0.00019321191959828,0.00032400635218348,NA,"diacylglycerol kinase family protein"
"A1F92_RS07460",342.596246969752,-2.63363630666604,0.155621252288199,6.97832022890327e-65,5.73629028895789e-64,NA,"hypothetical protein"
"A1F92_RS07475",4746.57148422546,4.64188094948262,0.135078984702157,6.18382331201494e-260,3.09091426515069e-258,NA,"CsbD family protein"
"A1F92_RS07480",114.158757259043,1.46551472199713,0.175392271700251,2.25838028871045e-17,6.93629386988473e-17,NA,"hypothetical protein"
"A1F92_RS07485",546.556255373956,1.01069940393319,0.0955110101832052,2.06739686141614e-26,8.15122502993463e-26,NA,"C69 family dipeptidase"
"A1F92_RS07490",248.081923044528,-1.25033535028236,0.155747366974242,4.86043573677364e-16,1.43315797795067e-15,NA,"2-hydroxymuconate tautomerase"
"A1F92_RS07495",273.997660651152,-1.0732059518005,0.142899234524709,3.12300949702576e-14,8.53457357255983e-14,"lysA","diaminopimelate decarboxylase"
"A1F92_RS07500",149.165139679197,-1.75786926786452,0.203016225214158,1.63593776419586e-18,5.20510383084494e-18,NA,"prenyltransferase"
"A1F92_RS07505",218.963256078372,-1.90249692736066,0.167083526631213,1.48766259193622e-30,6.50249135741941e-30,NA,"potassium channel family protein"
"A1F92_RS07525",43.0817336820546,-1.32717623940313,0.343452650621007,4.67179638018593e-05,8.18483319900016e-05,NA,"aspartate aminotransferase family protein"
"A1F92_RS07530",111.034187134903,-1.07604970253031,0.219599702580682,5.00469762335613e-07,9.80996706817245e-07,NA,"APC family permease"
"A1F92_RS07540",289.816061654609,-1.87834530857062,0.152288953564811,1.74607312123366e-35,8.61637038646993e-35,NA,"RsmB/NOP family class I SAM-dependent RNA methyltransferase"
"A1F92_RS07545",249.095893627636,-1.93724218916427,0.196128598318762,1.41044920067222e-23,5.1850321149267e-23,NA,"zinc ribbon domain-containing protein"
"A1F92_RS07550",234.388137037615,-0.837473068293513,0.145524091448928,5.93358224098675e-09,1.28678595974933e-08,NA,"SLC45 family MFS transporter"
"A1F92_RS07555",1578.7706636926,5.70307570550651,0.128511065657425,0,0,NA,"glycoside hydrolase family 65 protein"
"A1F92_RS07560",2091.15375847573,6.92687300434293,0.137496610460665,0,0,NA,"aldose epimerase family protein"
"A1F92_RS07565",322.092124010163,-1.6340317198814,0.158891509623058,2.53827423696869e-25,9.77156752840495e-25,"fni","type 2 isopentenyl-diphosphate Delta-isomerase"
"A1F92_RS07570",408.880373006858,-1.76063617167993,0.142544182692747,1.31505861126828e-35,6.51017034555976e-35,NA,"phosphomevalonate kinase"
"A1F92_RS07575",217.901660208972,-2.89528737058347,0.202926592126029,7.77531847461349e-47,4.79039999062171e-46,"mvaD","diphosphomevalonate decarboxylase"
"A1F92_RS07580",125.113960422074,-3.02277087717331,0.268105756184222,4.76759295999359e-30,2.04920535132041e-29,"mvk","mevalonate kinase"
"A1F92_RS07590",390.090611935307,-1.56792030623256,0.132425465475227,8.5013240625384e-33,3.97369581746704e-32,NA,"helicase C-terminal domain-containing protein"
"A1F92_RS07595",299.401901897337,-2.94374929774806,0.182706909882963,4.97798669280622e-59,3.79969969482918e-58,NA,"DUF5590 domain-containing protein"
"A1F92_RS07600",930.066007161752,-1.93444267803788,0.104487521860134,4.45032362515844e-77,4.39221430393821e-76,NA,"pyridoxal phosphate-dependent aminotransferase"
"A1F92_RS07605",1600.78938324924,-1.31395778505535,0.111719565309031,2.64019738219413e-32,1.20678048487015e-31,"asnS","asparagine--tRNA ligase"
"A1F92_RS07610",314.204722558197,-0.833089290338849,0.137471521347256,9.30515348674476e-10,2.10948578313255e-09,NA,"DnaD domain-containing protein"
"A1F92_RS07635",425.028618126299,2.18819401756075,0.109693029898113,2.90775009581969e-89,3.4393578423455e-88,NA,"universal stress protein"
"A1F92_RS07640",33.7891457005916,1.45270735256469,0.310465807177322,9.65598523683862e-07,1.86557969133185e-06,NA,"iron ABC transporter permease"
"A1F92_RS07645",17.1113352193357,2.01675116713907,0.50744065508129,1.30224303862165e-05,2.36695083676745e-05,NA,"extracellular solute-binding protein"
"A1F92_RS07650",9.49187321175566,1.78762121015186,0.633291477726594,0.00100845480591124,0.00161092857913348,NA,"ABC transporter ATP-binding protein"
"A1F92_RS07655",1312.33206423125,-1.17722099185171,0.0828259305600314,3.54837668952772e-46,2.16464948048158e-45,NA,"transglycosylase domain-containing protein"
"A1F92_RS07660",190.583660408726,-1.56599919350353,0.168759696804079,6.61274142448091e-21,2.27698729716293e-20,"recU","Holliday junction resolvase RecU"
"A1F92_RS07670",927.386690493443,-1.84502130179781,0.101761601248783,5.79441945507066e-74,5.45802610676717e-73,"gpsB","cell division regulator GpsB"
"rna-A1F92_RS07675",1570224.17867988,3.94375638580793,0.102385646407477,0,0,"rnpB",NA
"A1F92_RS07680",292.500297379796,-0.953147425021756,0.131280839554041,2.40334231340915e-13,6.33868751425954e-13,NA,"class I SAM-dependent RNA methyltransferase"
"A1F92_RS07710",78.9962795597733,-2.38788748711825,0.29588057341017,2.00555657690257e-16,5.99924694191221e-16,NA,"GH25 family lysozyme"
"A1F92_RS07725",81.6430614562141,0.91998225678201,0.219531131460644,1.71578247443556e-05,3.09860716099988e-05,NA,"ATP-binding cassette domain-containing protein"
"A1F92_RS07730",249.237090303134,-2.99105399596924,0.19860525956662,6.09084057887608e-52,4.12129147465873e-51,NA,"hypothetical protein"
"A1F92_RS07735",22.884703271002,-1.68350381182374,0.475915930882022,0.000134101182982049,0.000227590123801407,NA,"alpha/beta fold hydrolase"
"A1F92_RS07740",533.440859131791,0.711341038769127,0.0992146591682508,5.6386852174115e-13,1.46596354771462e-12,NA,"FAD-binding oxidoreductase"
"A1F92_RS07745",159.717397550959,1.05914713482381,0.164249441246233,5.99528643059599e-11,1.42698868267411e-10,NA,"ribonuclease HI family protein"
"A1F92_RS07750",132.047305603175,0.733022342757624,0.174854544671597,2.02582569501142e-05,3.63102014392157e-05,NA,"EbsA family protein"
"A1F92_RS07755",1662.82735031816,1.31760755264207,0.0761567503995631,1.88733496243303e-67,1.61125373239117e-66,NA,"formate--tetrahydrofolate ligase"
"A1F92_RS07760",121.37463431704,-0.644072492045416,0.195226833753445,0.000769832532408184,0.00124255782184008,"lspA","signal peptidase II"
"A1F92_RS07770",125.557239853743,-0.693023091734738,0.188980166769617,0.000189336602015484,0.000317851641195009,"pyrR","bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR"
"A1F92_RS07800",34.9789228700117,-2.70122551091738,0.466355977052509,2.00937350539557e-09,4.47989100231717e-09,NA,"chloramphenicol acetyltransferase"
"A1F92_RS07810",29.9620906128541,-2.56683285511157,0.490376594095941,4.76117338685345e-08,9.84971717347053e-08,NA,"DUF2087 domain-containing protein"
"A1F92_RS07815",76.3470488639002,0.716154762927714,0.21636408900353,0.000679449722379689,0.00110415033542457,NA,"NUDIX hydrolase"
"A1F92_RS07830",274.299756492715,-0.926457884506382,0.133850734474085,2.82566032786079e-12,7.14251334097928e-12,NA,"NFACT RNA binding domain-containing protein"
"A1F92_RS07835",121.550577556986,-1.40107730083134,0.206404840032985,4.61225076601841e-12,1.14898433471793e-11,NA,"MarR family winged helix-turn-helix transcriptional regulator"
"A1F92_RS07840",542.10489306198,-1.42172585109272,0.109999961391252,1.25623552999263e-38,6.74709516022041e-38,NA,"DegV family protein"
"A1F92_RS07845",243.869934000558,-1.75319796891883,0.156947535561495,1.72453884229357e-29,7.311006665209e-29,NA,"GNAT family N-acetyltransferase"
"A1F92_RS07855",516.051300607309,-1.46909554480578,0.111559993481201,5.14123061691894e-40,2.86558879169636e-39,NA,"hypothetical protein"
"A1F92_RS07860",647.225917358215,-1.18699001725109,0.143015001443699,5.10150518281247e-17,1.55300241272454e-16,NA,"RNA-binding protein"
"A1F92_RS07865",89.9445577751411,-1.24570657979574,0.262139255265469,9.15730938813731e-07,1.77365636211485e-06,NA,"DUF4931 domain-containing protein"
"A1F92_RS07875",48.5977259500898,-1.44988492301706,0.332144606342906,5.13217321912123e-06,9.56955764504012e-06,NA,"hypothetical protein"
"A1F92_RS07885",538.150078738611,3.5995991983646,0.153406945042055,1.10080799794781e-122,1.90581228248059e-121,NA,"DUF1003 domain-containing protein"
"A1F92_RS07890",88.0202385260011,-1.87992790823553,0.26247435671144,2.41735851161296e-13,6.37023301657191e-13,NA,"DUF368 domain-containing protein"
"A1F92_RS07900",334.848236684073,-2.61791289540777,0.159946413554932,7.13364461781507e-61,5.52679116765223e-60,NA,"amino acid permease"
"A1F92_RS07910",879.99132657106,3.69968964543475,0.102460889692761,1.59089125884891e-286,9.30221134183539e-285,NA,"hypothetical protein"
"A1F92_RS07915",151.884592439755,0.718411871739103,0.163662170126473,8.51872685149959e-06,1.56210263389333e-05,NA,"hypothetical protein"
"A1F92_RS07925",148.749648891702,0.623986172093558,0.162724814056263,0.000100452125568357,0.00017237050782743,NA,"hypothetical protein"
"A1F92_RS07930",559.349703419811,-3.15547744897383,0.148057232909652,2.10277829963592e-101,2.93536484259988e-100,NA,"2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase"
"A1F92_RS07935",927.903303720352,-1.96853292416865,0.113889994284254,1.16143371353531e-67,1.00258581566739e-66,NA,"ribitol-5-phosphate dehydrogenase"
"A1F92_RS07940",467.399297718678,-2.09632672379811,0.136420600452941,5.39288608003287e-54,3.78969477596868e-53,NA,"CDP-glycerol glycerophosphotransferase family protein"
"A1F92_RS07945",1405.9288495701,-0.902754445494297,0.096451372307563,4.94387707901252e-21,1.70613308105343e-20,NA,"CDP-glycerol glycerophosphotransferase family protein"
"A1F92_RS07960",125.31006851436,1.57205933186715,0.220728011104946,3.17911637417381e-13,8.32101490165933e-13,NA,"NAD(P)/FAD-dependent oxidoreductase"
"A1F92_RS07980",208.933095666662,2.6673094350821,0.168203593573978,1.89014708443081e-57,1.40806870544497e-56,NA,"phage integrase N-terminal SAM-like domain-containing protein"
"A1F92_RS07990",6101.28239850753,4.15125837307287,0.110485874584278,0,0,"msrA","peptide-methionine (S)-S-oxide reductase MsrA"
"A1F92_RS07995",4438.27308249141,3.80888305604916,0.107516648428194,6.75069227294373e-276,3.80370824615502e-274,"msrB","peptide-methionine (R)-S-oxide reductase MsrB"
"A1F92_RS08000",5962.42978301186,2.21980165935866,0.0870370722200702,3.27055415423679e-144,6.49708161793578e-143,NA,"manganese-dependent inorganic pyrophosphatase"
"A1F92_RS08010",908.082548243507,-2.19466623204347,0.103796081409403,5.85635318147936e-100,7.99508304379054e-99,"parC","DNA topoisomerase IV subunit A"
"A1F92_RS08015",640.973144091309,-2.91945299497285,0.131177146605669,2.42872277235973e-110,3.92011034976188e-109,"parE","DNA topoisomerase IV subunit B"
"A1F92_RS08020",222.207955204076,-2.98104979139047,0.206391424320485,8.23276437707974e-48,5.19619894186764e-47,"plsY","glycerol-3-phosphate 1-O-acyltransferase PlsY"
"A1F92_RS08025",1209.82894804346,1.53525093602758,0.0802846027008367,5.26688503182186e-82,5.62830231503998e-81,NA,"aldose 1-epimerase family protein"
"A1F92_RS08040",302.683186673522,-0.950253013281222,0.179217103001308,6.97437607303951e-08,1.42852554199269e-07,"xerC","tyrosine recombinase XerC"
"A1F92_RS08045",1064.64531923123,-1.99066343527142,0.152092966821554,7.02041077041219e-40,3.89199516592261e-39,"trmFO","FADH(2)-oxidizing methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))-methyltransferase TrmFO"
"A1F92_RS08050",845.37395758142,-2.57553467632277,0.119831406234043,2.89756460043405e-103,4.19605266203042e-102,"topA","type I DNA topoisomerase"
"A1F92_RS08055",128.650594110492,-2.88539511116818,0.255287776428004,3.7570991753281e-30,1.62162261063256e-29,"dprA","DNA-processing protein DprA"
"A1F92_RS08060",112.115376093924,-3.34374332843691,0.315314470574102,6.87973640892033e-27,2.74039886005708e-26,NA,"ribonuclease HII"
"A1F92_RS08065",158.925002157531,-3.1564146598533,0.245286024448348,1.94679154294219e-38,1.03840051490152e-37,"ylqF","ribosome biogenesis GTPase YlqF"
"A1F92_RS08080",34.3206764705381,-1.04267773367722,0.350216664756158,0.00158586560976967,0.00248966439953202,NA,"LysR family transcriptional regulator"
"A1F92_RS08085",228.316512419338,3.68167583618959,0.178164785058481,8.52199058429276e-96,1.10964911011442e-94,NA,"NADPH-dependent F420 reductase"
"A1F92_RS08090",184.694720566779,3.0440392249472,0.17263526654336,1.67604628007144e-70,1.51873316431035e-69,NA,"LLM class flavin-dependent oxidoreductase"
"A1F92_RS08095",302.957195575074,-1.51723461151505,0.143883197537166,1.9879845882532e-26,7.84810731082378e-26,NA,"MFS transporter"
"A1F92_RS08110",2191.88219444015,0.773450727074295,0.0680933703833365,5.00729531123946e-30,2.14925320907633e-29,NA,"S41 family peptidase"
"A1F92_RS08115",136.28047044285,0.936378019946203,0.177798451306078,8.37753505361648e-08,1.71027543683514e-07,NA,"YozE family protein"
"A1F92_RS08125",462.77729922275,-0.738540506505596,0.112304053163302,3.54545649520309e-11,8.50415609801422e-11,NA,"SGNH/GDSL hydrolase family protein"
"A1F92_RS08130",922.50147116171,-1.08835090259423,0.135802863560924,5.62393859617038e-16,1.65199864545327e-15,NA,"DegV family protein"
"A1F92_RS08135",219.323435213006,-0.720908825615014,0.144846198493872,4.84600832425177e-07,9.50492392206091e-07,NA,"dihydrofolate reductase"
"A1F92_RS08140",387.416107513327,-1.14297726149066,0.128371618781052,2.75589425693481e-19,9.00898344118245e-19,NA,"thymidylate synthase"
"A1F92_RS08145",632.818553215996,-1.11930579909022,0.140350008567342,7.77496714520923e-16,2.27093526701257e-15,NA,"ABC-F family ATP-binding cassette domain-containing protein"
"A1F92_RS08150",3886.87026762131,3.51660457267643,0.093229635069689,0,0,NA,"hypothetical protein"
"A1F92_RS08155",1642.28112785005,1.53235700616532,0.0892693574853971,1.58554810887141e-66,1.34251737415096e-65,NA,"CCA tRNA nucleotidyltransferase"
"A1F92_RS08160",1136.67352824097,1.57215436206491,0.0815059071103864,2.06921974666653e-83,2.24213706116069e-82,"dapB","4-hydroxy-tetrahydrodipicolinate reductase"
"A1F92_RS08175",101622.375021029,3.15305762048851,0.119248711750379,1.28550652355467e-154,2.88680051919994e-153,NA,"HU family DNA-binding protein"
"A1F92_RS08190",10836.0951640073,-0.909370570406842,0.0736976401283025,3.48358833800631e-35,1.71087801259613e-34,"rpsA","30S ribosomal protein S1"
"A1F92_RS08195",1432.53154031265,-1.67367670371979,0.0967830756287403,1.59976615564329e-67,1.37331726214364e-66,"cmk","(d)CMP kinase"
"A1F92_RS08200",1321.24390059748,-1.23202608893498,0.109884845517291,1.62106335305027e-29,6.88174702890794e-29,NA,"LysM domain-containing protein"
"A1F92_RS08205",102.607201460058,-2.48578374225777,0.313506691768095,4.45181496190181e-16,1.31517393393076e-15,NA,"ATP-dependent DNA helicase RecQ"
"A1F92_RS08210",92.5459181768791,-2.37903211647697,0.286249011940612,2.03895566164613e-17,6.29354939784995e-17,NA,"helix-turn-helix domain-containing protein"
"A1F92_RS08225",166.487464969012,-1.67263158762806,0.19431105756759,2.62019101432636e-18,8.27723950397287e-18,"scpB","SMC-Scp complex subunit ScpB"
"A1F92_RS08230",114.991973150964,-1.95100265555572,0.238239193380913,7.0554305715716e-17,2.13941089445209e-16,NA,"ScpA family protein"
"A1F92_RS08235",61.7238549772731,-1.57697432142626,0.297276185213276,4.36729105132044e-08,9.05905955022894e-08,NA,"hypothetical protein"
"A1F92_RS08240",72.2840609250077,-1.96243015337074,0.281779269428344,1.00742660047617e-12,2.58444953218182e-12,"xerD","site-specific tyrosine recombinase XerD"
"A1F92_RS08245",407.271779298407,-0.725158218529366,0.131471568296956,2.62404050396309e-08,5.48341302884803e-08,NA,"S1 RNA-binding domain-containing protein"
"A1F92_RS08250",141.623255248343,-2.99968489975104,0.25084904312587,1.50688384625456e-33,7.10781284557515e-33,NA,"DUF441 domain-containing protein"
"A1F92_RS08255",115944.321372615,2.60711436015227,0.0847438949865772,1.2136481837857e-208,4.37336711808358e-207,"pyk","pyruvate kinase"
"A1F92_RS08260",18063.5374472337,0.838424321180737,0.0853072423409656,5.85736200868798e-23,2.1205566430986e-22,"pfkA","6-phosphofructokinase"
"A1F92_RS08270",4702.46769264627,1.45269006818848,0.146183457662054,8.48423775153474e-24,3.14505416172323e-23,NA,"YjzD family protein"
"A1F92_RS08275",1893.68805730278,1.44421364615744,0.0859725672078488,9.66488639039509e-64,7.8407023360823e-63,"clpB","ATP-dependent chaperone ClpB"
"A1F92_RS08280",3659.03373828847,3.08763892958908,0.0822999835852266,0,0,"pepT","peptidase T"
"A1F92_RS08285",670.536873322557,1.39123668501106,0.127641730696341,4.50551455787555e-28,1.84690338820851e-27,NA,"Nif3-like dinuclear metal center hexameric protein"
"A1F92_RS08290",340.763868309412,1.16113003383497,0.146083256269493,9.41850735836532e-16,2.73551586725156e-15,NA,"tRNA (adenine(22)-N(1))-methyltransferase TrmK"
"A1F92_RS08295",172.283889680863,-2.61878540879915,0.211679372163494,9.29760091184118e-36,4.62492218712613e-35,NA,"O-antigen ligase"
"A1F92_RS08325",34.6372624678607,-1.01220185336561,0.340303365453722,0.00167407130292747,0.00262149922575656,NA,"MarR family winged helix-turn-helix transcriptional regulator"
"A1F92_RS08330",33.2055619590332,-1.52941647175434,0.391858476391839,3.4075497348307e-05,6.02052259306747e-05,NA,"hypothetical protein"
"A1F92_RS08335",101.844622808622,-0.581864527758347,0.198098423795117,0.00273564190906013,0.00418654532156905,NA,"acyltransferase family protein"
"A1F92_RS08340",369.443902709911,3.95460516357856,0.190907086563807,2.68451655003781e-96,3.52513423244372e-95,NA,"zinc-binding alcohol dehydrogenase family protein"
"A1F92_RS08355",53.9049597217245,-1.16545059198883,0.288743334502714,2.69301050946061e-05,4.80186396364696e-05,NA,"DHA2 family efflux MFS transporter permease subunit"
"A1F92_RS08365",633.209130110517,2.71566512217193,0.109326224597697,4.38600795750022e-137,8.23772040017769e-136,NA,"ArgE/DapE family deacylase"
"A1F92_RS08375",15.8696663179368,-1.36199908395336,0.523579143786624,0.00376258970811361,0.00569627039836057,NA,"DeoR/GlpR family DNA-binding transcription regulator"
"A1F92_RS08385",128.797491445852,1.24983618155152,0.208841881787063,9.41229524343159e-10,2.13221512861071e-09,NA,"Spx/MgsR family RNA polymerase-binding regulatory protein"
"A1F92_RS08390",30.1531442292054,1.56845883108428,0.368778405066931,6.28579522656987e-06,1.1685470550174e-05,NA,"YbgA family protein"
"A1F92_RS08395",21.9212212735126,-1.27425108118958,0.441469031605032,0.00175238831792433,0.00273034258282931,NA,"hypothetical protein"
"A1F92_RS08405",45.2406291938048,2.4189257111141,0.329705741831386,3.55209381227903e-14,9.66456428819377e-14,NA,"HAD family hydrolase"
"A1F92_RS08410",50.004339291361,3.25259626195937,0.306674207176013,3.82631236185475e-27,1.5339899106582e-26,NA,"sugar O-acetyltransferase"
"A1F92_RS08435",56.9171949944874,1.13808461288409,0.256212653028913,4.30350244209644e-06,8.04375999279665e-06,NA,"LysR family transcriptional regulator"
"A1F92_RS08445",120.376257923339,0.692204814951807,0.185362210800693,0.000141779794172851,0.000239964818209538,NA,"alpha/beta hydrolase"
"A1F92_RS08455",21.8486408509962,-1.38033892716838,0.451993234266614,0.00093906614760873,0.00150473939578048,NA,"response regulator transcription factor"
"A1F92_RS08480",10.8524127546965,-4.21629702671857,1.28663489279707,9.67228902461733e-05,0.000166063289126255,NA,"GNAT family N-acetyltransferase"
"A1F92_RS08485",10.3171324852813,-3.31922013953321,1.02380110571127,0.000489262399197031,0.000800963642425568,NA,"MarR family winged helix-turn-helix transcriptional regulator"
"A1F92_RS08490",14.5321398496588,-3.38509205953736,0.867696346949044,3.81926457870389e-05,6.72876687288422e-05,NA,"YitT family protein"
"A1F92_RS08505",122.879127951054,0.666045516113237,0.167971740277615,5.66330155257553e-05,9.85987163563571e-05,NA,"ABC transporter permease"
"A1F92_RS08520",20.4905334851367,-1.14162818507537,0.444753603749809,0.00513318344035959,0.0076774785143216,NA,"GntR family transcriptional regulator"
"A1F92_RS08530",1479.54834264276,-0.86929918458094,0.0762088216329886,2.5940233667066e-30,1.1227483817631e-29,"rpoD","RNA polymerase sigma factor RpoD"
"A1F92_RS08535",1353.89022595335,-0.856660375592801,0.0876996785577104,1.03880152977711e-22,3.74330923346425e-22,"dnaG","DNA primase"
"A1F92_RS08545",408.424663884533,-2.38710283366887,0.140629011088797,3.15978338675699e-65,2.61124499081597e-64,"glyQ","glycine--tRNA ligase subunit alpha"
"A1F92_RS08555",798.33345116279,0.583932662821725,0.110708720657791,1.1031988560416e-07,2.24478874252981e-07,"era","GTPase Era"
"A1F92_RS08575",5817.39320030981,-0.830611962596029,0.11076573637822,4.25988740077264e-14,1.15497734514387e-13,NA,"GatB/YqeY domain-containing protein"
"A1F92_RS08580",4121.5210005086,-2.12703344985465,0.115346658791517,1.16737414128344e-76,1.14483938729031e-75,"rpsU","30S ribosomal protein S21"
"A1F92_RS08595",226.687532078092,-1.82791484402522,0.17014456805776,2.03110466736488e-27,8.18516692348994e-27,NA,"deoxyribonuclease IV"
"A1F92_RS08600",200.242800251878,-2.40705023401634,0.192932302162248,2.66185357844191e-36,1.33913705188173e-35,NA,"CDP-glycerol glycerophosphotransferase family protein"
"A1F92_RS08605",199.447140538915,-0.828152974089115,0.166888242834568,4.67152716743114e-07,9.17431095809196e-07,NA,"YitT family protein"
"A1F92_RS08610",50.1055962800993,1.7795150998006,0.328627971596084,1.44152293112508e-08,3.05978052298398e-08,"msrA","peptide-methionine (S)-S-oxide reductase MsrA"
"A1F92_RS08615",3944.0228339276,0.704240737532609,0.103963220908996,9.58238097939439e-12,2.35680941707486e-11,"aspS","aspartate--tRNA ligase"
"A1F92_RS08620",1539.97395153614,-1.03537933923681,0.0946326122779776,4.07050263729555e-28,1.67079306926873e-27,"hisS","histidine--tRNA ligase"
"A1F92_RS08625",353.293824957256,-2.32140054969653,0.154797585843246,1.87083861109143e-51,1.25764183422393e-50,NA,"N-acetylmuramoyl-L-alanine amidase"
"A1F92_RS08630",36.5240460080994,-1.56885662147006,0.377702865738548,1.14522746822607e-05,2.09384066314608e-05,NA,"fructosamine kinase family protein"
"A1F92_RS08635",205.246901711896,1.13925625672821,0.147859684243457,6.3299569525213e-15,1.78170177982412e-14,NA,"HAD family hydrolase"
"A1F92_RS08645",736.05686109287,-0.636409176273305,0.10232173485228,3.99777528214216e-10,9.23182235421652e-10,NA,"bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase"
"A1F92_RS08650",575.359835020751,-3.56129447354388,0.17185515880515,3.23150086734551e-96,4.22549417211128e-95,NA,"hypothetical protein"
"A1F92_RS08655",242.944228576388,-1.91167963456698,0.169784177831832,6.68075093965611e-30,2.8556754706199e-29,NA,"16S rRNA (uracil(1498)-N(3))-methyltransferase"
"A1F92_RS08660",299.551952414485,-0.933990899232437,0.133362504469329,1.5662933577838e-12,4.00490356086798e-12,"prmA","50S ribosomal protein L11 methyltransferase"
"A1F92_RS08675",1339.28151465243,1.41784826532324,0.0917999809766419,3.10510770093323e-54,2.19196555015765e-53,NA,"hypothetical protein"
"A1F92_RS08680",833.436908305226,-1.2183931921762,0.112458051327133,1.1294272783207e-27,4.58127635538723e-27,"lepA","translation elongation factor 4"
"A1F92_RS08685",6349.87688851141,-0.634207413070108,0.110787379117095,8.05608470113861e-09,1.73253341352037e-08,"dltD","D-alanyl-lipoteichoic acid biosynthesis protein DltD"
"A1F92_RS08695",3385.98108962287,-1.31168754886704,0.129011257892814,1.11811963796843e-24,4.23600581670435e-24,"dltB","D-alanyl-lipoteichoic acid biosynthesis protein DltB"
"A1F92_RS08700",3607.33466537818,-1.64778864419444,0.0736341865639979,1.76628033194138e-111,2.91154401525868e-110,"dltA","D-alanine--poly(phosphoribitol) ligase subunit DltA"
"A1F92_RS08705",304.377100548032,-2.37509936568813,0.166417636084508,7.94776289920183e-47,4.88692802075922e-46,NA,"teichoic acid D-Ala incorporation-associated protein DltX"
"A1F92_RS08710",2249.62752624565,-0.992007483892442,0.162118366853843,5.44449871351717e-10,1.25074140201555e-09,NA,"serine hydrolase"
"A1F92_RS08715",3090.69991968015,0.861957941003558,0.0653365156432368,6.57536477374161e-40,3.65180204907262e-39,"dnaJ","molecular chaperone DnaJ"
"A1F92_RS08720",9911.10168869327,1.09277908772332,0.0852934541665997,7.61691276033824e-38,3.98057548807558e-37,"dnaK","molecular chaperone DnaK"
"A1F92_RS08725",1674.86271077114,1.35954216189811,0.12133180265375,1.58687460210445e-29,6.7458496459831e-29,"grpE","nucleotide exchange factor GrpE"
"A1F92_RS08730",2475.90856242211,1.48053522820924,0.113099456421072,1.36296587556519e-39,7.44943782782454e-39,"hrcA","heat-inducible transcriptional repressor HrcA"
"A1F92_RS08745",82.747779459643,-3.44925432801742,0.360982881700633,4.62579314014252e-22,1.64123389023423e-21,"truB","tRNA pseudouridine(55) synthase TruB"
"A1F92_RS08755",10.3997574642696,1.70522747373566,0.619891956091471,0.00131173499890689,0.00207507236427384,NA,"prephenate dehydrogenase"
"A1F92_RS08780",1780.53462665673,2.21520618111996,0.109144356326635,2.50216169894372e-92,3.05283429331756e-91,"rbfA","30S ribosome-binding factor RbfA"
"A1F92_RS08785",6939.50793807804,1.0834949108674,0.0610696828733891,1.07379351300863e-70,9.81618317644171e-70,"infB","translation initiation factor IF-2"
"A1F92_RS08795",410.480086002244,0.969313260376125,0.119718184723101,3.35512189397468e-16,9.97568224191497e-16,"rnpM","RNase P modulator RnpM"
"A1F92_RS08800",645.07767495688,-1.64749655062266,0.124387039299839,1.41162528552832e-40,7.99748950612847e-40,"nusA","transcription termination factor NusA"
"A1F92_RS08805",173.701708440347,-1.84097414033998,0.191238964248084,1.88019613468373e-22,6.72832311938206e-22,"rimP","ribosome maturation factor RimP"
"A1F92_RS08810",1148.76920818742,-1.24102531847687,0.104744192472313,9.84011130428854e-33,4.57188979490108e-32,NA,"DNA polymerase III subunit alpha"
"A1F92_RS08825",310.27387729184,-1.21041083127413,0.128639951165751,2.60202597045112e-21,9.04845877728022e-21,NA,"phosphatidate cytidylyltransferase"
"A1F92_RS08830",245.173227977038,-1.67186815946659,0.16869614423559,1.2685458416595e-23,4.66891159537147e-23,NA,"isoprenyl transferase"
"A1F92_RS08840",1451.41888800685,-0.592279271979768,0.075436665136336,3.40528347213645e-15,9.73521538759304e-15,"pyrH","UMP kinase"
"A1F92_RS08845",5997.12863633829,-0.661509169781669,0.100219825584497,3.19692363621195e-11,7.68600958000066e-11,"tsf","translation elongation factor Ts"
"A1F92_RS08850",9431.15704746681,-3.35317057238126,0.126881178501282,2.50953050282647e-154,5.59498922896347e-153,"rpsB","30S ribosomal protein S2"
"A1F92_RS08855",274.52587745276,-3.06754414314544,0.212143758597034,3.58157314282433e-48,2.26516227951278e-47,NA,"HAD family hydrolase"
"A1F92_RS08860",31257.5541543801,1.7012720557763,0.080263954011493,3.15083541941376e-100,4.33975065100588e-99,NA,"D-2-hydroxyacid dehydrogenase"
"A1F92_RS08865",20.7866713363742,-1.30989744448993,0.496834428404962,0.00329994695477086,0.00502532462547169,NA,"GIY-YIG nuclease family protein"
"A1F92_RS08870",105.128772133585,-1.68980048053071,0.225707950625963,2.40033763771095e-14,6.60625785014763e-14,NA,"tRNA1(Val) (adenine(37)-N6)-methyltransferase"
"A1F92_RS08880",1947.41331373279,2.07288374457977,0.0954056177077323,2.4290069293394e-105,3.70898645512991e-104,NA,"YneF family protein"
